
=== Model Comparison Report ===
Compare Mode: propagated
Accuracy Source: Local (Comparison Batches)
Metric               | Reference (FP32)     | Quantized (fp8_e4m3)
------------------------------------------------------------------
Top-1 Accuracy       | 32.28%               | 31.10%
Top-5 Accuracy       | 54.33%               | 52.76%
Perplexity           | 61.96                | 64.53
Avg Certainty        | 0.3544               | 0.3422
Weight Comp. Red. %  | N/A                  | -12.50% (92.9% of total compressed)
Input Comp. Red. %   | N/A                  | -12.50% (7.1% of total compressed)
------------------------------------------------------------------


--- FP8 Compliance Check (Value-Based) ---
Layer                                                | Type                         | Shape              | Weight Fmt   | Input Q?   | Pre-Quant    | Input Fmt    | Output Q?  | Output Pre-Quant | Output Fmt   | Weight Check           | Input Check            | Output Check          
model.decoder.layers.10.final_layer_norm             | QuantLayerNorm               | (768,)             | fp8_e4m3     | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | ✅ PASS                | ✅ PASS                | N/A                   
model.decoder.layers.10.fc1                          | QuantLinear                  | (768,)             | fp8_e4m3     | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | ✅ PASS                | ✅ PASS                | N/A                   
model.decoder.layers.10.activation_fn                | QuantReLU                    | (3072,)            | N/A          | No         | FP32         | FP32         | No         | FP32         | FP32         | N/A                    | N/A                    | N/A                   
model.decoder.layers.10.fc2                          | QuantLinear                  | (3072,)            | fp8_e4m3     | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | ✅ PASS                | ✅ PASS                | N/A                   
model.decoder.layers.11.self_attn_layer_norm         | QuantLayerNorm               | (128, 768)         | fp8_e4m3     | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | ✅ PASS                | ✅ PASS                | N/A                   
model.decoder.layers.11.self_attn.q_proj             | QuantLinear                  | (128, 768)         | fp8_e4m3     | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | ✅ PASS                | ✅ PASS                | N/A                   
model.decoder.layers.11.self_attn.k_proj             | QuantLinear                  | (128, 768)         | fp8_e4m3     | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | ✅ PASS                | ✅ PASS                | N/A                   
model.decoder.layers.11.self_attn.v_proj             | QuantLinear                  | (128, 768)         | fp8_e4m3     | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | ✅ PASS                | ✅ PASS                | N/A                   
model.decoder.layers.11.self_attn.qk_bmm             | QuantBMM                     | N/A                | N/A          | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | N/A                    | ✅ PASS                | N/A                   
model.decoder.layers.11.self_attn.attn_softmax       | QuantSoftmax                 | N/A                | N/A          | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | N/A                    | ✅ PASS                | N/A                   
model.decoder.layers.11.self_attn.av_bmm             | QuantBMM                     | N/A                | N/A          | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | N/A                    | ✅ PASS                | N/A                   
model.decoder.layers.11.self_attn.out_proj           | QuantLinear                  | (128, 768)         | fp8_e4m3     | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | ✅ PASS                | ✅ PASS                | N/A                   
model.decoder.layers.11.final_layer_norm             | QuantLayerNorm               | (768,)             | fp8_e4m3     | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | ✅ PASS                | ✅ PASS                | N/A                   
model.decoder.layers.11.fc1                          | QuantLinear                  | (768,)             | fp8_e4m3     | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | ✅ PASS                | ✅ PASS                | N/A                   
model.decoder.layers.11.activation_fn                | QuantReLU                    | (3072,)            | N/A          | No         | FP32         | FP32         | No         | FP32         | FP32         | N/A                    | N/A                    | N/A                   
model.decoder.layers.11.fc2                          | QuantLinear                  | (3072,)            | fp8_e4m3     | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | ✅ PASS                | ✅ PASS                | N/A                   
model.decoder.final_layer_norm                       | QuantLayerNorm               | (128, 768)         | fp8_e4m3     | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | ✅ PASS                | ✅ PASS                | N/A                   
lm_head                                              | QuantLinear                  | (128, 768)         | fp8_e4m3     | Yes        | FP32         | fp8_e4m3     | No         | FP32         | FP32         | ✅ PASS                | ✅ PASS                | N/A                   
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

--- Quantization Coverage Verification ---
Method: Module Iteration (Fallback) - FX Trace Failed: You cannot specify both decoder_input_ids and decoder_inputs_embeds at the same time
Coverage: 146/148 (98.6%)
Unquantized Unsupported Layers:
  - model.decoder.embed_tokens (Embedding)
  - model.decoder.embed_positions (OPTLearnedPositionalEmbedding)
----------------------------------------


--- First Layer Input Dynamic Range ---
----------------------------------------


--- Layer Comparison [propagated] (Average over 1 Batches) ---
Mode: PROPAGATED — both models run independently end-to-end; columns below are the CUMULATIVE input divergence at each layer
Layer                                                | Type                         | Input MSE  | Input CosSim | Weight MSE | Weight CosSim | XMax Orig  | XMax Deq   | XMax Err % | Zeros % (I)  | Zeros % (W) 
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
model.decoder.embed_tokens                           | Embedding                    | N/A        | N/A          | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.embed_positions                        | OPTLearnedPositionalEmbedding | N/A        | N/A          | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.final_layer_norm                       | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.50       | 0.50       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.0.self_attn.k_proj              | QuantLinear                  | 4.08e-04   | 0.9977       | 3.86e-06   | 0.9996       | 2.00       | 3.25       | 62.50%     | 0.14%        | 0.00%       
model.decoder.layers.0.self_attn.v_proj              | QuantLinear                  | 4.08e-04   | 0.9977       | 1.16e-07   | 0.9996       | 2.00       | 3.25       | 62.50%     | 0.14%        | 0.00%       
model.decoder.layers.0.self_attn.q_proj              | QuantLinear                  | 4.08e-04   | 0.9977       | 4.47e-06   | 0.9996       | 2.00       | 3.25       | 62.50%     | 0.14%        | 0.00%       
model.decoder.layers.0.self_attn.out_proj            | QuantLinear                  | 4.72e-05   | 0.9907       | 1.22e-07   | 0.9996       | 0.50       | 0.69       | 37.50%     | 0.00%        | 0.00%       
model.decoder.layers.0.self_attn.qk_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 4.00       | 7.00       | 75.00%     | 0.00%        | N/A         
model.decoder.layers.0.self_attn.av_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.50       | 50.00%     | 0.00%        | N/A         
model.decoder.layers.0.self_attn.attn_softmax        | QuantSoftmax                 | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.00       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.0.activation_fn                 | QuantReLU                    | 2.00e-04   | 0.9988       | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.layers.0.self_attn_layer_norm          | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.25       | 0.28       | 12.50%     | 0.00%        | N/A         
model.decoder.layers.0.fc1                           | QuantLinear                  | 1.38e-04   | 0.9972       | 5.97e-07   | 0.9996       | 2.00       | 2.75       | 37.50%     | 0.24%        | 0.00%       
model.decoder.layers.0.fc2                           | QuantLinear                  | 2.87e-05   | 0.9897       | 4.86e-07   | 0.9996       | 16.00      | 18.00      | 12.50%     | 88.90%       | 0.00%       
model.decoder.layers.0.final_layer_norm              | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.25       | 0.38       | 50.00%     | 0.00%        | N/A         
model.decoder.layers.1.self_attn.k_proj              | QuantLinear                  | 9.70e-04   | 0.9946       | 3.61e-06   | 0.9996       | 4.00       | 6.50       | 62.50%     | 0.07%        | 0.00%       
model.decoder.layers.1.self_attn.v_proj              | QuantLinear                  | 9.70e-04   | 0.9946       | 1.75e-07   | 0.9996       | 4.00       | 6.50       | 62.50%     | 0.07%        | 0.00%       
model.decoder.layers.1.self_attn.q_proj              | QuantLinear                  | 9.70e-04   | 0.9946       | 2.74e-06   | 0.9996       | 4.00       | 6.50       | 62.50%     | 0.07%        | 0.00%       
model.decoder.layers.1.self_attn.out_proj            | QuantLinear                  | 5.91e-05   | 0.9790       | 1.71e-07   | 0.9997       | 0.50       | 0.56       | 12.50%     | 0.01%        | 0.00%       
model.decoder.layers.1.self_attn.qk_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 8.00       | 8.00       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.1.self_attn.av_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.38       | 37.50%     | 0.00%        | N/A         
model.decoder.layers.1.self_attn.attn_softmax        | QuantSoftmax                 | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.00       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.1.activation_fn                 | QuantReLU                    | 7.25e-04   | 0.9991       | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.layers.1.self_attn_layer_norm          | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.50       | 0.50       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.1.fc1                           | QuantLinear                  | 1.56e-03   | 0.9962       | 6.88e-07   | 0.9996       | 8.00       | 8.00       | 0.00%      | 0.44%        | 0.00%       
model.decoder.layers.1.fc2                           | QuantLinear                  | 1.53e-05   | 0.9860       | 7.20e-07   | 0.9996       | 2.00       | 2.50       | 25.00%     | 97.40%       | 0.00%       
model.decoder.layers.1.final_layer_norm              | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.25       | 0.41       | 62.50%     | 0.00%        | N/A         
model.decoder.layers.2.self_attn.k_proj              | QuantLinear                  | 3.94e-03   | 0.9941       | 2.95e-06   | 0.9996       | 8.00       | 9.00       | 12.50%     | 0.03%        | 0.00%       
model.decoder.layers.2.self_attn.v_proj              | QuantLinear                  | 3.94e-03   | 0.9941       | 2.24e-07   | 0.9996       | 8.00       | 9.00       | 12.50%     | 0.03%        | 0.00%       
model.decoder.layers.2.self_attn.q_proj              | QuantLinear                  | 3.94e-03   | 0.9941       | 2.78e-06   | 0.9996       | 8.00       | 9.00       | 12.50%     | 0.03%        | 0.00%       
model.decoder.layers.2.self_attn.out_proj            | QuantLinear                  | 1.93e-04   | 0.9413       | 1.50e-07   | 0.9996       | 0.50       | 0.69       | 37.50%     | 0.00%        | 0.00%       
model.decoder.layers.2.self_attn.qk_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 4.00       | 6.50       | 62.50%     | 0.00%        | N/A         
model.decoder.layers.2.self_attn.av_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.88       | 87.50%     | 0.00%        | N/A         
model.decoder.layers.2.self_attn.attn_softmax        | QuantSoftmax                 | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.00       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.2.activation_fn                 | QuantReLU                    | 1.53e-03   | 0.9982       | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.layers.2.self_attn_layer_norm          | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.50       | 0.50       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.2.fc1                           | QuantLinear                  | 1.40e-03   | 0.9937       | 6.68e-07   | 0.9996       | 16.00      | 20.00      | 25.00%     | 0.49%        | 0.00%       
model.decoder.layers.2.fc2                           | QuantLinear                  | 2.13e-05   | 0.9713       | 6.28e-07   | 0.9996       | 4.00       | 6.00       | 50.00%     | 97.93%       | 0.00%       
model.decoder.layers.2.final_layer_norm              | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.25       | 0.47       | 87.50%     | 0.00%        | N/A         
model.decoder.layers.3.self_attn.k_proj              | QuantLinear                  | 3.92e-03   | 0.9947       | 2.71e-06   | 0.9996       | 8.00       | 10.00      | 25.00%     | 0.03%        | 0.00%       
model.decoder.layers.3.self_attn.v_proj              | QuantLinear                  | 3.92e-03   | 0.9947       | 3.01e-07   | 0.9996       | 8.00       | 10.00      | 25.00%     | 0.03%        | 0.00%       
model.decoder.layers.3.self_attn.q_proj              | QuantLinear                  | 3.92e-03   | 0.9947       | 2.60e-06   | 0.9996       | 8.00       | 10.00      | 25.00%     | 0.03%        | 0.00%       
model.decoder.layers.3.self_attn.out_proj            | QuantLinear                  | 2.56e-04   | 0.9268       | 2.13e-07   | 0.9996       | 0.50       | 0.56       | 12.50%     | 0.00%        | 0.00%       
model.decoder.layers.3.self_attn.qk_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 4.00       | 6.50       | 62.50%     | 0.00%        | N/A         
model.decoder.layers.3.self_attn.av_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 2.00       | 2.25       | 12.50%     | 0.00%        | N/A         
model.decoder.layers.3.self_attn.attn_softmax        | QuantSoftmax                 | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.00       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.3.activation_fn                 | QuantReLU                    | 9.62e-04   | 0.9985       | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.layers.3.self_attn_layer_norm          | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.50       | 0.56       | 12.50%     | 0.00%        | N/A         
model.decoder.layers.3.fc1                           | QuantLinear                  | 1.38e-03   | 0.9901       | 4.44e-07   | 0.9996       | 8.00       | 14.00      | 75.00%     | 0.54%        | 0.00%       
model.decoder.layers.3.fc2                           | QuantLinear                  | 1.42e-05   | 0.9682       | 5.23e-07   | 0.9996       | 2.00       | 3.25       | 62.50%     | 98.84%       | 0.00%       
model.decoder.layers.3.final_layer_norm              | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.25       | 0.28       | 12.50%     | 0.00%        | N/A         
model.decoder.layers.4.self_attn.k_proj              | QuantLinear                  | 6.33e-03   | 0.9923       | 2.57e-06   | 0.9997       | 8.00       | 15.00      | 87.50%     | 0.14%        | 0.00%       
model.decoder.layers.4.self_attn.v_proj              | QuantLinear                  | 6.33e-03   | 0.9923       | 2.78e-07   | 0.9996       | 8.00       | 15.00      | 87.50%     | 0.14%        | 0.00%       
model.decoder.layers.4.self_attn.q_proj              | QuantLinear                  | 6.33e-03   | 0.9923       | 2.71e-06   | 0.9996       | 8.00       | 15.00      | 87.50%     | 0.14%        | 0.00%       
model.decoder.layers.4.self_attn.out_proj            | QuantLinear                  | 3.75e-04   | 0.9010       | 1.78e-07   | 0.9996       | 0.50       | 0.62       | 25.00%     | 0.00%        | 0.00%       
model.decoder.layers.4.self_attn.qk_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 4.00       | 7.50       | 87.50%     | 0.00%        | N/A         
model.decoder.layers.4.self_attn.av_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.88       | 87.50%     | 0.00%        | N/A         
model.decoder.layers.4.self_attn.attn_softmax        | QuantSoftmax                 | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.00       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.4.activation_fn                 | QuantReLU                    | 1.73e-03   | 0.9981       | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.layers.4.self_attn_layer_norm          | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.50       | 0.56       | 12.50%     | 0.00%        | N/A         
model.decoder.layers.4.fc1                           | QuantLinear                  | 1.96e-03   | 0.9891       | 6.14e-07   | 0.9996       | 16.00      | 16.00      | 0.00%      | 0.45%        | 0.00%       
model.decoder.layers.4.fc2                           | QuantLinear                  | 3.88e-05   | 0.9713       | 7.46e-07   | 0.9996       | 4.00       | 5.00       | 25.00%     | 96.79%       | 0.00%       
model.decoder.layers.4.final_layer_norm              | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.25       | 0.44       | 75.00%     | 0.00%        | N/A         
model.decoder.layers.5.self_attn.k_proj              | QuantLinear                  | 7.10e-03   | 0.9904       | 2.68e-06   | 0.9996       | 8.00       | 12.00      | 50.00%     | 0.11%        | 0.00%       
model.decoder.layers.5.self_attn.v_proj              | QuantLinear                  | 7.10e-03   | 0.9904       | 2.44e-07   | 0.9996       | 8.00       | 12.00      | 50.00%     | 0.11%        | 0.00%       
model.decoder.layers.5.self_attn.q_proj              | QuantLinear                  | 7.10e-03   | 0.9904       | 2.93e-06   | 0.9996       | 8.00       | 12.00      | 50.00%     | 0.11%        | 0.00%       
model.decoder.layers.5.self_attn.out_proj            | QuantLinear                  | 4.33e-04   | 0.9304       | 1.91e-07   | 0.9996       | 1.00       | 1.12       | 12.50%     | 0.00%        | 0.00%       
model.decoder.layers.5.self_attn.qk_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 8.00       | 9.00       | 12.50%     | 0.00%        | N/A         
model.decoder.layers.5.self_attn.av_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.50       | 50.00%     | 0.00%        | N/A         
model.decoder.layers.5.self_attn.attn_softmax        | QuantSoftmax                 | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.00       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.5.activation_fn                 | QuantReLU                    | 1.48e-03   | 0.9973       | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.layers.5.self_attn_layer_norm          | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.50       | 0.62       | 25.00%     | 0.00%        | N/A         
model.decoder.layers.5.fc1                           | QuantLinear                  | 2.14e-03   | 0.9881       | 5.64e-07   | 0.9996       | 4.00       | 7.00       | 75.00%     | 0.47%        | 0.00%       
model.decoder.layers.5.fc2                           | QuantLinear                  | 7.34e-05   | 0.9718       | 7.10e-07   | 0.9996       | 2.00       | 2.00       | 0.00%      | 93.63%       | 0.00%       
model.decoder.layers.5.final_layer_norm              | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.25       | 0.38       | 50.00%     | 0.00%        | N/A         
model.decoder.layers.6.self_attn.k_proj              | QuantLinear                  | 7.88e-03   | 0.9883       | 2.57e-06   | 0.9996       | 8.00       | 15.00      | 87.50%     | 0.10%        | 0.00%       
model.decoder.layers.6.self_attn.v_proj              | QuantLinear                  | 7.88e-03   | 0.9883       | 3.06e-07   | 0.9996       | 8.00       | 15.00      | 87.50%     | 0.10%        | 0.00%       
model.decoder.layers.6.self_attn.q_proj              | QuantLinear                  | 7.88e-03   | 0.9883       | 2.64e-06   | 0.9996       | 8.00       | 15.00      | 87.50%     | 0.10%        | 0.00%       
model.decoder.layers.6.self_attn.out_proj            | QuantLinear                  | 4.21e-04   | 0.9353       | 2.34e-07   | 0.9996       | 0.50       | 0.69       | 37.50%     | 0.01%        | 0.00%       
model.decoder.layers.6.self_attn.qk_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 8.00       | 9.00       | 12.50%     | 0.00%        | N/A         
model.decoder.layers.6.self_attn.av_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.88       | 87.50%     | 0.00%        | N/A         
model.decoder.layers.6.self_attn.attn_softmax        | QuantSoftmax                 | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.00       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.6.activation_fn                 | QuantReLU                    | 1.49e-03   | 0.9968       | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.layers.6.self_attn_layer_norm          | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.50       | 0.69       | 37.50%     | 0.00%        | N/A         
model.decoder.layers.6.fc1                           | QuantLinear                  | 2.18e-03   | 0.9876       | 5.43e-07   | 0.9996       | 16.00      | 26.00      | 62.50%     | 0.50%        | 0.00%       
model.decoder.layers.6.fc2                           | QuantLinear                  | 9.05e-05   | 0.9741       | 6.66e-07   | 0.9996       | 2.00       | 2.25       | 12.50%     | 91.90%       | 0.00%       
model.decoder.layers.6.final_layer_norm              | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.25       | 0.47       | 87.50%     | 0.00%        | N/A         
model.decoder.layers.7.self_attn.k_proj              | QuantLinear                  | 8.81e-03   | 0.9880       | 2.57e-06   | 0.9996       | 16.00      | 26.00      | 62.50%     | 0.20%        | 0.00%       
model.decoder.layers.7.self_attn.v_proj              | QuantLinear                  | 8.81e-03   | 0.9880       | 2.89e-07   | 0.9996       | 16.00      | 26.00      | 62.50%     | 0.20%        | 0.00%       
model.decoder.layers.7.self_attn.q_proj              | QuantLinear                  | 8.81e-03   | 0.9880       | 2.54e-06   | 0.9996       | 16.00      | 26.00      | 62.50%     | 0.20%        | 0.00%       
model.decoder.layers.7.self_attn.out_proj            | QuantLinear                  | 7.25e-04   | 0.9475       | 2.20e-07   | 0.9996       | 1.00       | 1.38       | 37.50%     | 0.00%        | 0.00%       
model.decoder.layers.7.self_attn.qk_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 8.00       | 10.00      | 25.00%     | 0.00%        | N/A         
model.decoder.layers.7.self_attn.av_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 2.00       | 3.50       | 75.00%     | 0.00%        | N/A         
model.decoder.layers.7.self_attn.attn_softmax        | QuantSoftmax                 | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.00       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.7.activation_fn                 | QuantReLU                    | 1.80e-03   | 0.9968       | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.layers.7.self_attn_layer_norm          | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.50       | 0.50       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.7.fc1                           | QuantLinear                  | 2.65e-03   | 0.9862       | 5.43e-07   | 0.9996       | 16.00      | 20.00      | 25.00%     | 0.33%        | 0.00%       
model.decoder.layers.7.fc2                           | QuantLinear                  | 1.11e-04   | 0.9737       | 6.41e-07   | 0.9996       | 2.00       | 2.50       | 25.00%     | 92.04%       | 0.00%       
model.decoder.layers.7.final_layer_norm              | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.25       | 0.34       | 37.50%     | 0.00%        | N/A         
model.decoder.layers.8.self_attn.k_proj              | QuantLinear                  | 9.24e-03   | 0.9872       | 2.34e-06   | 0.9996       | 16.00      | 26.00      | 62.50%     | 0.16%        | 0.00%       
model.decoder.layers.8.self_attn.v_proj              | QuantLinear                  | 9.24e-03   | 0.9872       | 3.69e-07   | 0.9996       | 16.00      | 26.00      | 62.50%     | 0.16%        | 0.00%       
model.decoder.layers.8.self_attn.q_proj              | QuantLinear                  | 9.24e-03   | 0.9872       | 2.67e-06   | 0.9996       | 16.00      | 26.00      | 62.50%     | 0.16%        | 0.00%       
model.decoder.layers.8.self_attn.out_proj            | QuantLinear                  | 5.92e-04   | 0.9486       | 2.91e-07   | 0.9996       | 1.00       | 1.25       | 25.00%     | 0.01%        | 0.00%       
model.decoder.layers.8.self_attn.qk_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 8.00       | 9.00       | 12.50%     | 0.00%        | N/A         
model.decoder.layers.8.self_attn.av_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 2.00       | 2.50       | 25.00%     | 0.00%        | N/A         
model.decoder.layers.8.self_attn.attn_softmax        | QuantSoftmax                 | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.00       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.8.activation_fn                 | QuantReLU                    | 2.39e-03   | 0.9968       | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.layers.8.self_attn_layer_norm          | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.50       | 0.62       | 25.00%     | 0.00%        | N/A         
model.decoder.layers.8.fc1                           | QuantLinear                  | 3.64e-03   | 0.9847       | 5.58e-07   | 0.9996       | 16.00      | 22.00      | 37.50%     | 0.14%        | 0.00%       
model.decoder.layers.8.fc2                           | QuantLinear                  | 1.53e-04   | 0.9746       | 6.83e-07   | 0.9996       | 1.00       | 1.88       | 87.50%     | 92.45%       | 0.00%       
model.decoder.layers.8.final_layer_norm              | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.25       | 0.34       | 37.50%     | 0.00%        | N/A         
model.decoder.layers.9.self_attn.k_proj              | QuantLinear                  | 1.01e-02   | 0.9850       | 2.41e-06   | 0.9996       | 16.00      | 26.00      | 62.50%     | 0.17%        | 0.00%       
model.decoder.layers.9.self_attn.v_proj              | QuantLinear                  | 1.01e-02   | 0.9850       | 4.06e-07   | 0.9996       | 16.00      | 26.00      | 62.50%     | 0.17%        | 0.00%       
model.decoder.layers.9.self_attn.q_proj              | QuantLinear                  | 1.01e-02   | 0.9850       | 2.61e-06   | 0.9996       | 16.00      | 26.00      | 62.50%     | 0.17%        | 0.00%       
model.decoder.layers.9.self_attn.out_proj            | QuantLinear                  | 6.54e-04   | 0.9512       | 3.69e-07   | 0.9996       | 1.00       | 1.12       | 12.50%     | 0.00%        | 0.00%       
model.decoder.layers.9.self_attn.qk_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 8.00       | 9.00       | 12.50%     | 0.00%        | N/A         
model.decoder.layers.9.self_attn.av_bmm              | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 2.00       | 2.25       | 12.50%     | 0.00%        | N/A         
model.decoder.layers.9.self_attn.attn_softmax        | QuantSoftmax                 | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.00       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.9.activation_fn                 | QuantReLU                    | 3.07e-03   | 0.9967       | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.layers.9.self_attn_layer_norm          | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.50       | 0.75       | 50.00%     | 0.00%        | N/A         
model.decoder.layers.9.fc1                           | QuantLinear                  | 4.45e-03   | 0.9841       | 5.63e-07   | 0.9996       | 16.00      | 18.00      | 12.50%     | 0.18%        | 0.00%       
model.decoder.layers.9.fc2                           | QuantLinear                  | 2.01e-04   | 0.9772       | 6.86e-07   | 0.9996       | 2.00       | 2.00       | 0.00%      | 92.65%       | 0.00%       
model.decoder.layers.9.final_layer_norm              | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.25       | 0.38       | 50.00%     | 0.00%        | N/A         
model.decoder.layers.10.self_attn.k_proj             | QuantLinear                  | 9.76e-03   | 0.9838       | 2.29e-06   | 0.9996       | 16.00      | 18.00      | 12.50%     | 0.22%        | 0.00%       
model.decoder.layers.10.self_attn.v_proj             | QuantLinear                  | 9.76e-03   | 0.9838       | 5.02e-07   | 0.9996       | 16.00      | 18.00      | 12.50%     | 0.22%        | 0.00%       
model.decoder.layers.10.self_attn.q_proj             | QuantLinear                  | 9.76e-03   | 0.9838       | 2.22e-06   | 0.9996       | 16.00      | 18.00      | 12.50%     | 0.22%        | 0.00%       
model.decoder.layers.10.self_attn.out_proj           | QuantLinear                  | 6.34e-04   | 0.9573       | 4.97e-07   | 0.9996       | 1.00       | 1.38       | 37.50%     | 0.01%        | 0.00%       
model.decoder.layers.10.self_attn.qk_bmm             | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 8.00       | 8.00       | 0.00%      | 0.00%        | N/A         
