compare_metric,compare_metric_param,compare_atol,compare_tie_policy,mismatch_kind,metric_decision,metric_tie,metric_min_mismatch,decision_mismatch,metric_exp1_error_dec,metric_exp2_error_dec,metric_min_error_dec,pseudo_selected_metric_error_dec,metric_error_delta_dec,value_index,value_mode,bit_width,sgn,exp1_format,exp2_format,m1,m2,e2_win_divisor,chunk_idx,value_idx,expected_decision,expected_e1_wins,expected_e2_wins,expected_e2_wins_shifted,expected_e2_wins_shift2,err_exp1_dec,err_exp2_dec,chunk_diff_exp2_minus_exp1_dec,chunk_sum_pseudo_diff_exp2_minus_exp1_neg_div4_fp32_dec,chunk_sum_square_err_exp2_minus_square_err_exp1_pre_square_div_2_neg_m_dec,expected_error_fp32_hex,expected_error_fp32_dec,chunk_scale_fp32_hex,chunk_scale_fp32_dec,raw_fp32_hex,raw_fp32_dec,scaled_fp32_hex,scaled_fp32_dec,q_exp1_bits,q_exp1_exp_field,q_exp1_mant_field,q_exp1_mant_bits,q_exp2_bits,q_exp2_exp_field,q_exp2_mant_field,q_exp2_mant_bits,err_exp1_pre_square_fp32_hex,err_exp1_pre_square_fp32_dec,err_exp2_pre_square_fp32_hex,err_exp2_pre_square_fp32_dec,pseudo_diff_exp2_minus_exp1_fp32_hex,pseudo_diff_exp2_minus_exp1_fp32_dec,pseudo_diff_exp2_minus_exp1_neg_div4_fp32_dec,square_err_exp2_minus_square_err_exp1_pre_square_div_2_neg_m_dec
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,66,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,66,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,67,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,67,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,68,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,68,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,69,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,69,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,70,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,70,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,71,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,71,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,72,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,72,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,73,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,73,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x3ec00284,0.375019193,0x3ec00284,0.375019193,0001100,0,12,01100,0011000,1,8,1000,0x37a10000,1.91926956e-05,0x37a10000,1.91926956e-05,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,74,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,74,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,75,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,75,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,76,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,76,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,77,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,77,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x3fa59b7b,1.29380739,0x3fa59b7b,1.29380739,0101001,1,9,01001,0110100,3,4,0100,0x3c4dbd80,0.0125573874,0x3d336f60,0.0438073874,0x4be6c000,30244864,30244864,1.80367279
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,78,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,78,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,79,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,79,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,80,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,80,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,81,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,81,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,82,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,82,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,83,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,83,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,84,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,84,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x3b345c42,0.00275208103,0x3b345c42,0.00275208103,0000000,0,0,00000,0000000,0,0,0000,0x3b345c42,0.00275208103,0x3b345c42,0.00275208103,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,85,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,85,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,86,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,86,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,87,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,87,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,88,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,88,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,89,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,89,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,90,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,90,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,91,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,91,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,92,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,92,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,93,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,93,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,94,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,94,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,95,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,95,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,96,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,96,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,97,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,97,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x3cbf8562,0.0233790316,0x3cbf8562,0.0233790316,0000000,0,0,00000,0000001,0,1,0001,0x3cbf8562,0.0233790316,0x3bfe1588,0.00775403157,0xcaff0000,-8355840,-2088960,-0.49812901
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,98,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,98,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0xbfbed47b,-1.49085939,0xbfbed47b,-1.49085939,1101111,1,15,01111,1110111,3,7,0111,0xbcb51ec0,-0.0221093893,0xbd5a8f60,-0.0533593893,0x4c1a8000,40501248,40501248,2.41500092
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,99,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,99,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,100,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,100,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,101,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,101,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,102,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,102,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,103,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,103,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0xbf7b86bd,-0.982524693,0xbf7b86bd,-0.982524693,1011111,0,31,11111,1101111,2,15,1111,0xbc61af40,-0.013774693,0xbc61af40,-0.013774693,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,104,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,104,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,105,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,105,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,106,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,106,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,107,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,107,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x3c45e94f,0.0120795509,0x3c45e94f,0.0120795509,0000000,0,0,00000,0000000,0,0,0000,0x3c45e94f,0.0120795509,0x3c45e94f,0.0120795509,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,108,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,108,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,109,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,109,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,110,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,110,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,111,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,111,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,112,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,112,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,113,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,113,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0xbdf71382,-0.120642677,0xbdf71382,-0.120642677,1000011,0,3,00011,1000111,0,7,0111,0xbcdc4e08,-0.0268926769,0xbc389c10,-0.0112676769,0xcb1c4000,-10240000,-2560000,-0.610565662
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,114,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,114,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,115,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,115,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
l2,0.0625,0,min-error,metric_min,exp1,0,1,1,0.00647601206,0.00647685723,0.00647601206,0.00647685723,8.45175236e-07,116,raw-and-scaled,7,1,fp7_e1m5,fp7_e2m4,5,4,4,12951,116,exp2,70746112,70750208,70750208,17687552,0.00647601206,0.00647685723,-4096,53058560,0.000865578651,0x3bd43bd1,0.00647685723,0x3f800000,1,0x00000000,0,0x00000000,0,0000000,0,0,00000,0000000,0,0,0000,0x00000000,0,0x00000000,0,0x00000000,0,0,0
