# pseudo_MSE3 PyTorch hardware test vectors
# seed=42
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=100
# chunk_size=128
# signedness: sgn=1 for every section in this file
# implementation: PyTorch reference only; no CUDA pseudo_MSE3 kernel is used
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# do not apply a chunk scale before feeding these values to the pseudo_MSE3 block
# decision rule: choose_exp2 if sum(err2^2 - err1^2) < 0 else choose_exp1
# expected_error rows: selected chunk squared error, as fp32_hex fp32_dec
# mantissa mode: truncate
# q_exp*_bits are packed sign/exponent/mantissa fields after pseudo_MSE3 quantization
# err_exp*_pre_square = scaled-q_exp* for each value, before squaring
# pseudo_diff_exp2_minus_exp1 = err_exp2_pre_square^2 - err_exp1_pre_square^2
# pseudo_diff_times_2_2m must be zero, [1,3), or (-3/4,-1/4]
# value mode: scaled
# chunk max rows use max absolute value; *_value is the signed value at that index
# value rows: value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec pseudo_diff_times_2_2m_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 0.03125
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 127
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec pseudo_diff_times_2_2m_dec
VALUES_BEGIN
099 0x3e393080 0.180849075 00001011 0 11 001011 00010111 0 23 10111 0x3c130800 0.00897407532 0x3a984000 0.00116157532 0xb8a61000 -7.91847706e-05 -0.32434082
100 0x3f23fd47 0.640583456 00101000 0 40 101000 01001000 2 8 01000 0x3c7f51c0 0.0155834556 0x3c7f51c0 0.0155834556 0x00000000 0 0
101 0x3fa1a217 1.26275909 01010000 1 16 010000 01101000 3 8 01000 0x3c510b80 0.0127590895 0x3c510b80 0.0127590895 0x00000000 0 0
102 0xbfef820d -1.87115633 11110111 1 55 110111 11111011 3 27 11011 0xbc410680 -0.0117813349 0xbce08340 -0.0274063349 0x3a208340 0.00061230734 2.50801086
103 0x3fc7a7e3 1.559811 01100011 1 35 100011 01110001 3 17 10001 0x3c53f180 0.0129359961 0x3ce9f8c0 0.0285609961 0x3a29f8c0 0.000648390502 2.6558075
104 0xbed62a0d -0.418289572 10011010 0 26 011010 10110101 1 21 10101 0xbc4541a0 -0.012039572 0xbb8a8340 -0.004227072 0xb90541a0 -0.000127083156 -0.520532608
105 0x3fd85bea 1.69030499 01101100 1 44 101100 01110110 3 22 10110 0x3b37d400 0.00280499458 0x3b37d400 0.00280499458 0x00000000 0 0
106 0xbd289ec6 -0.0411670431 10000010 0 2 000010 10000101 0 5 00101 0xbc227b18 -0.00991704315 0xbb09ec60 -0.00210454315 0xb8c4f630 -9.3918643e-05 -0.384690762
107 0x3bb587db 0.00553987687 00000000 0 0 000000 00000000 0 0 00000 0x3bb587db 0.00553987687 0x3bb587db 0.00553987687 0x00000000 0 0
108 0xbe305048 -0.172181249 10001011 0 11 001011 10010110 0 22 10110 0xb9a09000 -0.000306248665 0xb9a09000 -0.000306248665 0x00000000 0 0
109 0xbd500525 -0.0507861562 10000011 0 3 000011 10000110 0 6 00110 0xbb802928 -0.00391115621 0xbb802928 -0.00391115621 0x00000000 0 0
110 0x3f557f5d 0.833974659 00110101 0 53 110101 01010101 2 21 10101 0x3bbfae80 0.00584965944 0x3bbfae80 0.00584965944 0x00000000 0 0
111 0x3ba5b504 0.00505697913 00000000 0 0 000000 00000000 0 0 00000 0x3ba5b504 0.00505697913 0x3ba5b504 0.00505697913 0x00000000 0 0
112 0xbc020e3c -0.00793796405 10000000 0 0 000000 10000001 0 1 00001 0xbc020e3c -0.00793796405 0xb9038f00 -0.000125464052 0xb8841c78 -6.29955321e-05 -0.258029699
113 0x3bf19190 0.00737208873 00000000 0 0 000000 00000000 0 0 00000 0x3bf19190 0.00737208873 0x3bf19190 0.00737208873 0x00000000 0 0
114 0xbb3842e6 -0.00281160465 10000000 0 0 000000 10000000 0 0 00000 0xbb3842e6 -0.00281160465 0xbb3842e6 -0.00281160465 0x00000000 0 0
115 0x3f16f752 0.589711308 00100101 0 37 100101 01000101 2 5 00101 0x3c3dd480 0.0115863085 0x3c3dd480 0.0115863085 0x00000000 0 0
116 0xbfb034be -1.37660956 11011000 1 24 011000 11101100 3 12 01100 0xbad2f800 -0.00160956383 0xbad2f800 -0.00160956383 0x00000000 0 0
117 0xbe45e584 -0.193258345 10001100 0 12 001100 10011000 0 24 11000 0xbbbcb080 -0.00575834513 0xbbbcb080 -0.00575834513 0x00000000 0 0
118 0x3e026150 0.127324343 00001000 0 8 001000 00010000 0 16 10000 0x3b185400 0.00232434273 0x3b185400 0.00232434273 0x00000000 0 0
119 0xbc2297c3 -0.00992387813 10000000 0 0 000000 10000001 0 1 00001 0xbc2297c3 -0.00992387813 0xbb0a5f0c -0.00211137813 0xb8c52f86 -9.40254395e-05 -0.3851282
120 0x3ef1b6d0 0.472097874 00011110 0 30 011110 00111100 1 28 11100 0x3b5b6800 0.00334787369 0x3b5b6800 0.00334787369 0x00000000 0 0
121 0xbeb368a3 -0.35040769 10010110 0 22 010110 10101100 1 12 01100 0xbbda28c0 -0.00665768981 0xbbda28c0 -0.00665768981 0x00000000 0 0
122 0x3fec22c3 1.84481084 01110110 1 54 110110 01111011 3 27 11011 0x3a8b0c00 0.00106084347 0x3a8b0c00 0.00106084347 0x00000000 0 0
123 0xbe237694 -0.159632027 10001010 0 10 001010 10010100 0 20 10100 0xbb5da500 -0.00338202715 0xbb5da500 -0.00338202715 0x00000000 0 0
124 0xbcb5393a -0.0221220143 10000001 0 1 000001 10000010 0 2 00010 0xbbd4e4e8 -0.00649701431 0xbbd4e4e8 -0.00649701431 0x00000000 0 0
125 0xbf946bf2 -1.15954423 11001010 1 10 001010 11100101 3 5 00101 0xbb57e400 -0.00329422951 0xbb57e400 -0.00329422951 0x00000000 0 0
126 0x3fdb079b 1.7111696 01101101 1 45 101101 01110110 3 22 10110 0x3c03cd80 0.00804460049 0x3cc1e6c0 0.0236696005 0x3a01e6c0 0.00049553439 2.02970886
127 0x3e900783 0.28130731 00010010 0 18 010010 00100100 1 4 00100 0x38706000 5.7309866e-05 0x38706000 5.7309866e-05 0x00000000 0 0
VALUES_END
END_CHUNK 91
BEGIN_CHUNK 92
err_exp1 0.0094655985
err_exp2 0.00644640997
chunk_diff_exp2_minus_exp1 -0.00301918853
expected_decision exp2
expected_error 0x3bd33c68 0.00644640997
chunk_max_abs_index 122
chunk_max_abs_scaled_value 0xbffa7f80 -1.95701599
chunk_max_abs_scaled_abs 0x3ffa7f80 1.95701599
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec pseudo_diff_times_2_2m_dec
VALUES_BEGIN
000 0x3f020200 0.507843018 00100000 0 32 100000 01000000 2 0 00000 0x3c008000 0.00784301758 0x3c008000 0.00784301758 0x00000000 0 0
001 0x3c80bfc0 0.0157164335 00000001 0 1 000001 00000010 0 2 00010 0x38bfc000 9.14335251e-05 0x38bfc000 9.14335251e-05 0x00000000 0 0
002 0x3f8a0200 1.07818604 01000101 1 5 000101 01100010 3 2 00010 0x38800000 6.10351562e-05 0x3c808000 0.0156860352 0x39810000 0.000246047974 1.0078125
003 0xba86ff00 -0.00102993846 10000000 0 0 000000 10000000 0 0 00000 0xba86ff00 -0.00102993846 0xba86ff00 -0.00102993846 0x00000000 0 0
004 0x3d11fe00 0.0356426239 00000010 0 2 000010 00000100 0 4 00100 0x3b8ff000 0.0043926239 0x3b8ff000 0.0043926239 0x00000000 0 0
005 0xbaabfc00 -0.00131213665 10000000 0 0 000000 10000000 0 0 00000 0xbaabfc00 -0.00131213665 0xbaabfc00 -0.00131213665 0x00000000 0 0
006 0xbd067f80 -0.0328364372 10000010 0 2 000010 10000100 0 4 00100 0xbacff000 -0.00158643723 0xbacff000 -0.00158643723 0x00000000 0 0
007 0xba878080 -0.00103379786 10000000 0 0 000000 10000000 0 0 00000 0xba878080 -0.00103379786 0xba878080 -0.00103379786 0x00000000 0 0
008 0x3f440400 0.765686035 00110001 0 49 110001 01010001 2 17 10001 0x38800000 6.10351562e-05 0x38800000 6.10351562e-05 0x00000000 0 0
009 0xbe130100 -0.143558502 10001001 0 9 001001 10010010 0 18 10010 0xbb404000 -0.0029335022 0xbb404000 -0.0029335022 0x00000000 0 0
010 0xbb853fc0 -0.00406643748 10000000 0 0 000000 10000000 0 0 00000 0xbb853fc0 -0.00406643748 0xbb853fc0 -0.00406643748 0x00000000 0 0
011 0xbb85c040 -0.00408175588 10000000 0 0 000000 10000000 0 0 00000 0xbb85c040 -0.00408175588 0xbb85c040 -0.00408175588 0x00000000 0 0
012 0xbd8c7f80 -0.068602562 10000100 0 4 000100 10001000 0 8 01000 0xbbc7f800 -0.00610256195 0xbbc7f800 -0.00610256195 0x00000000 0 0
013 0xbbd7f800 -0.0065908432 10000000 0 0 000000 10000000 0 0 00000 0xbbd7f800 -0.0065908432 0xbbd7f800 -0.0065908432 0x00000000 0 0
014 0x3ee80800 0.453186035 00011101 0 29 011101 00111010 1 26 11010 0x38800000 6.10351562e-05 0x38800000 6.10351562e-05 0x00000000 0 0
015 0xbb3e0200 -0.00289928913 10000000 0 0 000000 10000000 0 0 00000 0xbb3e0200 -0.00289928913 0xbb3e0200 -0.00289928913 0x00000000 0 0
016 0xbfc1fe00 -1.51556396 11100000 1 32 100000 11110000 3 16 10000 0xbc7f0000 -0.0155639648 0xbc7f0000 -0.0155639648 0x00000000 0 0
017 0xbca30100 -0.0198979378 10000001 0 1 000001 10000010 0 2 00010 0xbb8c0400 -0.00427293777 0xbb8c0400 -0.00427293777 0x00000000 0 0
018 0xbf140400 -0.578186035 10100101 0 37 100101 11000101 2 5 00101 0xb8800000 -6.10351562e-05 0xb8800000 -6.10351562e-05 0x00000000 0 0
019 0x3e09bfc0 0.134520531 00001000 0 8 001000 00010001 0 17 10001 0x3c1bfc00 0.0095205307 0x3adfe000 0.0017080307 0xb8b7f800 -8.77231359e-05 -0.359313965
020 0xbba90100 -0.00515758991 10000000 0 0 000000 10000000 0 0 00000 0xbba90100 -0.00515758991 0xbba90100 -0.00515758991 0x00000000 0 0
021 0xbb0abfc0 -0.00211714208 10000000 0 0 000000 10000000 0 0 00000 0xbb0abfc0 -0.00211714208 0xbb0abfc0 -0.00211714208 0x00000000 0 0
022 0x3b968080 0.00459295511 00000000 0 0 000000 00000000 0 0 00000 0x3b968080 0.00459295511 0x3b968080 0.00459295511 0x00000000 0 0
023 0xbf5dfe00 -0.867156982 10110111 0 55 110111 11010111 2 23 10111 0xbbff0000 -0.00778198242 0xbbff0000 -0.00778198242 0x00000000 0 0
024 0xbe0c3fc0 -0.136961937 10001000 0 8 001000 10010001 0 17 10001 0xbc43fc00 -0.011961937 0xbb87f800 -0.00414943695 0xb903fc00 -0.000125870109 -0.515563965
025 0xbc330100 -0.0109255314 10000000 0 0 000000 10000001 0 1 00001 0xbc330100 -0.0109255314 0xbb4c0400 -0.00311303139 0xb8e60200 -0.000109676272 -0.449234009
026 0x3cb4ff00 0.0220942497 00000001 0 1 000001 00000010 0 2 00010 0x3bd3fc00 0.00646924973 0x3bd3fc00 0.00646924973 0x00000000 0 0
027 0x3f380800 0.71887207 00101110 0 46 101110 01001110 2 14 01110 0x39000000 0.000122070312 0x39000000 0.000122070312 0x00000000 0 0
028 0xbb38ff00 -0.00282281637 10000000 0 0 000000 10000000 0 0 00000 0xbb38ff00 -0.00282281637 0xbb38ff00 -0.00282281637 0x00000000 0 0
029 0xbeec0400 -0.460968018 10011101 0 29 011101 10111011 1 27 11011 0xbc008000 -0.00784301758 0xb8000000 -3.05175781e-05 0xb8810000 -6.15119934e-05 -0.251953125
030 0x3cbd0100 0.0230717659 00000001 0 1 000001 00000010 0 2 00010 0x3bf40400 0.0074467659 0x3bf40400 0.0074467659 0x00000000 0 0
031 0xbcfdfe00 -0.0310049057 10000001 0 1 000001 10000011 0 3 00011 0xbc7bfc00 -0.0153799057 0xbbf7f800 -0.0075674057 0xb93bfc00 -0.00017927587 -0.734313965
032 0x3a904040 0.00110054761 00000000 0 0 000000 00000000 0 0 00000 0x3a904040 0.00110054761 0x3a904040 0.00110054761 0x00000000 0 0
033 0x3f180800 0.59387207 00100110 0 38 100110 01000110 2 6 00110 0x39000000 0.000122070312 0x39000000 0.000122070312 0x00000000 0 0
034 0x3e13fc00 0.144515991 00001001 0 9 001001 00010010 0 18 10010 0x3b7f0000 0.00389099121 0x3b7f0000 0.00389099121 0x00000000 0 0
035 0xbd9bfc00 -0.0761642456 10000100 0 4 000100 10001001 0 9 01001 0xbc5fe000 -0.0136642456 0xbbbfc000 -0.00585174561 0xb91fe000 -0.000152468681 -0.624511719
036 0x3b11fe00 0.00222766399 00000000 0 0 000000 00000000 0 0 00000 0x3b11fe00 0.00222766399 0x3b11fe00 0.00222766399 0x00000000 0 0
037 0xbf257f80 -0.646476746 10101001 0 41 101001 11001001 2 9 01001 0xbbbfc000 -0.00585174561 0xbbbfc000 -0.00585174561 0x00000000 0 0
038 0x3c133fc0 0.00898736715 00000000 0 0 000000 00000001 0 1 00001 0x3c133fc0 0.00898736715 0x3a99fe00 0.00117486715 0xb8a67f80 -7.93924555e-05 -0.325191498
039 0xbdbbfc00 -0.0917892456 10000101 0 5 000101 10001011 0 11 01011 0xbc5fe000 -0.0136642456 0xbbbfc000 -0.00585174561 0xb91fe000 -0.000152468681 -0.624511719
040 0xbfa20200 -1.26568604 11010001 1 17 010001 11101000 3 8 01000 0xb8800000 -6.10351562e-05 0xbc808000 -0.0156860352 0x39810000 0.000246047974 1.0078125
041 0x3da5fe00 0.0810508728 00000101 0 5 000101 00001010 0 10 01010 0x3b3fc000 0.0029258728 0x3b3fc000 0.0029258728 0x00000000 0 0
042 0xbc550100 -0.0130007267 10000000 0 0 000000 10000001 0 1 00001 0xbc550100 -0.0130007267 0xbbaa0200 -0.0051882267 0xb9150100 -0.000142101198 -0.582046509
043 0xbfab7f80 -1.33982849 11010101 1 21 010101 11101010 3 10 01010 0xbc3fc000 -0.0117034912 0xbcdfe000 -0.0273284912 0x3a1fe000 0.000609874725 2.49804688
044 0xbe480800 -0.195343018 10001100 0 12 001100 10011001 0 25 11001 0xbc008000 -0.00784301758 0xb8000000 -3.05175781e-05 0xb8810000 -6.15119934e-05 -0.251953125
045 0xbaebfc00 -0.0018004179 10000000 0 0 000000 10000000 0 0 00000 0xbaebfc00 -0.0018004179 0xbaebfc00 -0.0018004179 0x00000000 0 0
046 0xbc73fc00 -0.0148916245 10000000 0 0 000000 10000001 0 1 00001 0xbc73fc00 -0.0148916245 0xbbe7f800 -0.00707912445 0xb933fc00 -0.000171646476 -0.703063965
047 0xbbdf0100 -0.00680553913 10000000 0 0 000000 10000000 0 0 00000 0xbbdf0100 -0.00680553913 0xbbdf0100 -0.00680553913 0x00000000 0 0
048 0xbb307f80 -0.00269314647 10000000 0 0 000000 10000000 0 0 00000 0xbb307f80 -0.00269314647 0xbb307f80 -0.00269314647 0x00000000 0 0
049 0xbe8c0400 -0.273468018 10010001 0 17 010001 10100011 1 3 00011 0xbc008000 -0.00784301758 0xb8000000 -3.05175781e-05 0xb8810000 -6.15119934e-05 -0.251953125
050 0x3c194040 0.0093536973 00000000 0 0 000000 00000001 0 1 00001 0x3c194040 0.0093536973 0x3aca0200 0.0015411973 0xb8b28080 -8.51163641e-05 -0.348636627
051 0xbcce0200 -0.025147438 10000001 0 1 000001 10000011 0 3 00011 0xbc1c0400 -0.00952243805 0xbae02000 -0.00170993805 0xb8b80800 -8.77529383e-05 -0.359436035
052 0xbfe90100 -1.82034302 11110100 1 52 110100 11111010 3 26 11010 0xbc008000 -0.00784301758 0xbc008000 -0.00784301758 0x00000000 0 0
053 0x3d358080 0.0443120003 00000010 0 2 000010 00000101 0 5 00101 0x3c560200 0.0130620003 0x3bac0400 0.00524950027 0xb9160200 -0.000143058598 -0.585968018
054 0xbf59fe00 -0.851531982 10110110 0 54 110110 11010110 2 22 10110 0xbbff0000 -0.00778198242 0xbbff0000 -0.00778198242 0x00000000 0 0
055 0x3d1bbfc0 0.0380246639 00000010 0 2 000010 00000100 0 4 00100 0x3bddfe00 0.00677466393 0x3bddfe00 0.00677466393 0x00000000 0 0
056 0xbac40400 -0.00149548054 10000000 0 0 000000 10000000 0 0 00000 0xbac40400 -0.00149548054 0xbac40400 -0.00149548054 0x00000000 0 0
057 0x3d660200 0.0561542511 00000011 0 3 000011 00000111 0 7 00111 0x3c180800 0.0092792511 0x3ac04000 0.0014667511 0xb8b01000 -8.39531422e-05 -0.34387207
058 0x3fd40400 1.65637207 01101010 1 42 101010 01110101 3 21 10101 0x39000000 0.000122070312 0x39000000 0.000122070312 0x00000000 0 0
059 0xbd3b8080 -0.045776844 10000010 0 2 000010 10000101 0 5 00101 0xbc6e0200 -0.014526844 0xbbdc0400 -0.00671434402 0xb92e0200 -0.000165946782 -0.679718018
060 0x3c720200 0.0147709846 00000000 0 0 000000 00000001 0 1 00001 0x3c720200 0.0147709846 0x3be40400 0.00695848465 0xb9320200 -0.000169761479 -0.695343018
061 0xbc7aff00 -0.0153195858 10000000 0 0 000000 10000001 0 1 00001 0xbc7aff00 -0.0153195858 0xbbf5fe00 -0.0075070858 0xb93aff00 -0.000178333372 -0.730453491
062 0x3c7d0100 0.0154421329 00000000 0 0 000000 00000001 0 1 00001 0x3c7d0100 0.0154421329 0x3bfa0200 0.00762963295 0xb93d0100 -0.000180248171 -0.738296509
063 0x3dfdfe00 0.124019623 00000111 0 7 000111 00001111 0 15 01111 0x3c6ff000 0.0146446228 0x3bdfe000 0.0068321228 0xb92ff000 -0.000167787075 -0.687255859
064 0x3b080800 0.00207567215 00000000 0 0 000000 00000000 0 0 00000 0x3b080800 0.00207567215 0x3b080800 0.00207567215 0x00000000 0 0
065 0xbb030100 -0.00199896097 10000000 0 0 000000 10000000 0 0 00000 0xbb030100 -0.00199896097 0xbb030100 -0.00199896097 0x00000000 0 0
066 0x3f0a0200 0.539093018 00100010 0 34 100010 01000010 2 2 00010 0x3c008000 0.00784301758 0x3c008000 0.00784301758 0x00000000 0 0
067 0xbb8dfe00 -0.00433325768 10000000 0 0 000000 10000000 0 0 00000 0xbb8dfe00 -0.00433325768 0xbb8dfe00 -0.00433325768 0x00000000 0 0
068 0x3e480800 0.195343018 00001100 0 12 001100 00011001 0 25 11001 0x3c008000 0.00784301758 0x38000000 3.05175781e-05 0xb8810000 -6.15119934e-05 -0.251953125
069 0xbb22c040 -0.00248338282 10000000 0 0 000000 10000000 0 0 00000 0xbb22c040 -0.00248338282 0xbb22c040 -0.00248338282 0x00000000 0 0
070 0x3ce7f800 0.0283164978 00000001 0 1 000001 00000011 0 3 00011 0x3c4ff000 0.0126914978 0x3b9fe000 0.0048789978 0xb90ff000 -0.000137269497 -0.562255859
071 0x3bf80800 0.00756931305 00000000 0 0 000000 00000000 0 0 00000 0x3bf80800 0.00756931305 0x3bf80800 0.00756931305 0x00000000 0 0
072 0x3dc3fc00 0.0956954956 00000110 0 6 000110 00001100 0 12 01100 0x3aff0000 0.00194549561 0x3aff0000 0.00194549561 0x00000000 0 0
073 0x3ac97f80 0.0015373081 00000000 0 0 000000 00000000 0 0 00000 0x3ac97f80 0.0015373081 0x3ac97f80 0.0015373081 0x00000000 0 0
074 0x3e280800 0.164093018 00001010 0 10 001010 00010101 0 21 10101 0x3c008000 0.00784301758 0x38000000 3.05175781e-05 0xb8810000 -6.15119934e-05 -0.251953125
075 0xbf96ff00 -1.17965698 11001011 1 11 001011 11100101 3 5 00101 0xbbff0000 -0.00778198242 0xbcbfc000 -0.0234069824 0x39ff8000 0.000487327576 1.99609375
076 0x3aa64040 0.00126839429 00000000 0 0 000000 00000000 0 0 00000 0x3aa64040 0.00126839429 0x3aa64040 0.00126839429 0x00000000 0 0
077 0x3f26bfc0 0.651363373 00101001 0 41 101001 01001001 2 9 01001 0x3c2ff000 0.0107383728 0x3c2ff000 0.0107383728 0x00000000 0 0
078 0xbf1cff00 -0.613265991 10100111 0 39 100111 11000111 2 7 00111 0xbb7f0000 -0.00389099121 0xbb7f0000 -0.00389099121 0x00000000 0 0
079 0x3e1eff00 0.155269623 00001001 0 9 001001 00010011 0 19 10011 0x3c6ff000 0.0146446228 0x3bdfe000 0.0068321228 0xb92ff000 -0.000167787075 -0.687255859
080 0x3f41fe00 0.757781982 00110000 0 48 110000 01010000 2 16 10000 0x3bff0000 0.00778198242 0x3bff0000 0.00778198242 0x00000000 0 0
081 0xbfd17f80 -1.63670349 11101000 1 40 101000 11110100 3 20 10100 0xbc3fc000 -0.0117034912 0xbc3fc000 -0.0117034912 0x00000000 0 0
082 0x3a93fc00 0.00112903118 00000000 0 0 000000 00000000 0 0 00000 0x3a93fc00 0.00112903118 0x3a93fc00 0.00112903118 0x00000000 0 0
083 0x3bb7f800 0.0056142807 00000000 0 0 000000 00000000 0 0 00000 0x3bb7f800 0.0056142807 0x3bb7f800 0.0056142807 0x00000000 0 0
084 0xbfaa3fc0 -1.3300705 11010101 1 21 010101 11101010 3 10 01010 0xbaff0000 -0.00194549561 0xbc8ff000 -0.0175704956 0x399fe000 0.000304937363 1.24902344
085 0x3c57f800 0.0131816864 00000000 0 0 000000 00000001 0 1 00001 0x3c57f800 0.0131816864 0x3baff000 0.0053691864 0xb917f800 -0.000144928694 -0.59362793
086 0xbf5a0200 -0.851593018 10110110 0 54 110110 11010110 2 22 10110 0xbc008000 -0.00784301758 0xbc008000 -0.00784301758 0x00000000 0 0
087 0xbb5e0200 -0.00338757038 10000000 0 0 000000 10000000 0 0 00000 0xbb5e0200 -0.00338757038 0xbb5e0200 -0.00338757038 0x00000000 0 0
088 0xbe30ff00 -0.172847748 10001011 0 11 001011 10010110 0 22 10110 0xba7f0000 -0.000972747803 0xba7f0000 -0.000972747803 0x00000000 0 0
089 0x3ecbfc00 0.398406982 00011001 0 25 011001 00110010 1 18 10010 0x3bff0000 0.00778198242 0x3bff0000 0.00778198242 0x00000000 0 0
090 0x3bb4ff00 0.00552356243 00000000 0 0 000000 00000000 0 0 00000 0x3bb4ff00 0.00552356243 0x3bb4ff00 0.00552356243 0x00000000 0 0
091 0xbddb8080 -0.107178688 10000110 0 6 000110 10001101 0 13 01101 0xbc5c0400 -0.013428688 0xbbb80800 -0.00561618805 0xb91c0400 -0.000148788095 -0.609436035
092 0x3bae3fc0 0.00531765819 00000000 0 0 000000 00000000 0 0 00000 0x3bae3fc0 0.00531765819 0x3bae3fc0 0.00531765819 0x00000000 0 0
093 0xbcf5fe00 -0.0300283432 10000001 0 1 000001 10000011 0 3 00011 0xbc6bfc00 -0.0144033432 0xbbd7f800 -0.0065908432 0xb92bfc00 -0.000164017081 -0.671813965
094 0xbefa0200 -0.488296509 10011111 0 31 011111 10111110 1 30 11110 0xbb808000 -0.00392150879 0xbb808000 -0.00392150879 0x00000000 0 0
095 0x3b3eff00 0.00291436911 00000000 0 0 000000 00000000 0 0 00000 0x3b3eff00 0.00291436911 0x3b3eff00 0.00291436911 0x00000000 0 0
096 0x3f07f800 0.53112793 00100001 0 33 100001 01000001 2 1 00001 0x3c7e0000 0.0155029297 0x3c7e0000 0.0155029297 0x00000000 0 0
097 0xbce18080 -0.0275270939 10000001 0 1 000001 10000011 0 3 00011 0xbc430100 -0.0119020939 0xbb860200 -0.00408959389 0xb9030100 -0.000124935061 -0.511734009
098 0x3c27f800 0.0102519989 00000000 0 0 000000 00000001 0 1 00001 0x3c27f800 0.0102519989 0x3b1fe000 0.0024394989 0xb8cff000 -9.91523266e-05 -0.40612793
099 0xbcb1c040 -0.0216981173 10000001 0 1 000001 10000010 0 2 00010 0xbbc70100 -0.00607311726 0xbbc70100 -0.00607311726 0x00000000 0 0
100 0xbda40400 -0.0800857544 10000101 0 5 000101 10001010 0 10 01010 0xbb008000 -0.00196075439 0xbb008000 -0.00196075439 0x00000000 0 0
101 0x3e32bfc0 0.174559593 00001011 0 11 001011 00010110 0 22 10110 0x3b2ff000 0.0026845932 0x3b2ff000 0.0026845932 0x00000000 0 0
102 0x3d9a0200 0.0751991272 00000100 0 4 000100 00001001 0 9 01001 0x3c501000 0.0126991272 0x3ba02000 0.0048866272 0xb9101000 -0.000137388706 -0.562744141
103 0x3d678080 0.0565190315 00000011 0 3 000011 00000111 0 7 00111 0x3c1e0200 0.00964403152 0x3af01000 0.00183153152 0xb8bc0400 -8.96528363e-05 -0.367218018
104 0xbc344040 -0.0110016465 10000000 0 0 000000 10000001 0 1 00001 0xbc344040 -0.0110016465 0xbb510100 -0.00318914652 0xb8e88080 -0.000110865571 -0.454105377
105 0xbe698080 -0.228029251 10001110 0 14 001110 10011101 0 29 11101 0xbc180800 -0.0092792511 0xbac04000 -0.0014667511 0xb8b01000 -8.39531422e-05 -0.34387207
106 0xbdb54040 -0.0885014534 10000101 0 5 000101 10001011 0 11 01011 0xbc2a0200 -0.0103764534 0xbb280800 -0.0025639534 0xb8d40400 -0.000101096928 -0.414093018
107 0xbfd6ff00 -1.67965698 11101011 1 43 101011 11110101 3 21 10101 0xbbff0000 -0.00778198242 0xbcbfc000 -0.0234069824 0x39ff8000 0.000487327576 1.99609375
108 0xbdd90100 -0.105958939 10000110 0 6 000110 10001101 0 13 01101 0xbc480800 -0.0122089386 0xbb901000 -0.0043964386 0xb9080800 -0.000129729509 -0.53137207
109 0x3eb6c040 0.356935501 00010110 0 22 010110 00101101 1 13 01101 0x3c580800 0.0131855011 0x3bb01000 0.0053730011 0xb9180800 -0.000144988298 -0.59387207
110 0xbc3a0200 -0.0113530159 10000000 0 0 000000 10000001 0 1 00001 0xbc3a0200 -0.0113530159 0xbb680800 -0.0035405159 0xb8f40400 -0.000116355717 -0.476593018
111 0xbfbdfe00 -1.48431396 11011110 1 30 011110 11101111 3 15 01111 0xbc7f0000 -0.0155639648 0xbc7f0000 -0.0155639648 0x00000000 0 0
112 0xbd707f80 -0.0587153435 10000011 0 3 000011 10000111 0 7 00111 0xbc41fe00 -0.0118403435 0xbb83fc00 -0.00402784348 0xb901fe00 -0.000123970211 -0.507781982
113 0xbf8c0400 -1.09387207 11000110 1 6 000110 11100011 3 3 00011 0xb9000000 -0.000122070312 0xb9000000 -0.000122070312 0x00000000 0 0
