# pseudo_MSE hardware test vectors
# seed=42
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=50
# chunk_size=128
# e2_win_divisor=4
# signedness: sgn=1 for every section in this file
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# raw_fp32 values are provided only to test the pre-scale path
# feed scaled_fp32 values to the pseudo_MSE block, or compute scaled_fp32 = raw_fp32 / chunk_scale
# decision rule: choose_exp2 if floor(expected_e2_wins / e2_win_divisor) >= expected_e1_wins else choose_exp1
# expected_error rows: selected chunk error matching expected_decision, as fp32_hex fp32_dec
# expected_e1_wins/expected_e2_wins rows: per-value pseudo_diff winners; ties are not counted
# expected_e2_wins_shifted row: floor(expected_e2_wins / e2_win_divisor), used only for expected_decision
# expected_e2_wins_shift2 row: legacy floor(expected_e2_wins / 4) diagnostic
# mantissa mode: truncate
# q_exp*_bits are packed sign/exponent/mantissa fields after pseudo_MSE quantization
# q_exp*_exp_field and q_exp*_mant_field are the stored exponent and mantissa fields as integers
# q_exp*_mant_bits are the stored mantissa fields as zero-padded binary strings
# err_exp*_pre_square = scaled-q_exp* for each value, before squaring
# chunk_diff_exp2_minus_exp1 is the signed sum of pseudo_diff values for debug; it does not drive expected_decision
# pseudo_diff_exp2_minus_exp1 is the bit-level pseudo err2-err1 signal for each value
# value mode: raw-and-scaled
# chunk_scale rows: chunk_scale chunk_scale_fp32_hex chunk_scale_fp32_dec
# chunk max rows use max absolute value; *_value is the signed value at that index
# chunk max rows: chunk_max_abs_index value_index, chunk_max_abs_raw_value raw_fp32_hex raw_fp32_dec, chunk_max_abs_raw_abs raw_abs_fp32_hex raw_abs_fp32_dec, chunk_max_abs_scaled_value scaled_fp32_hex scaled_fp32_dec, chunk_max_abs_scaled_abs scaled_abs_fp32_hex scaled_abs_fp32_dec
# raw max alias rows: raw_max_abs_index, raw_max_abs_value, raw_max_abs_abs
# raw-and-scaled max summary rows: raw_and_scaled_max_abs value_index scale_fp32_hex scale_fp32_dec raw_value_fp32_hex raw_value_fp32_dec raw_abs_fp32_hex raw_abs_fp32_dec scaled_value_fp32_hex scaled_value_fp32_dec scaled_abs_fp32_hex scaled_abs_fp32_dec
# value rows: value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
# scaled_fp32_dec = raw_fp32_dec / scale_fp32_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 64
expected_e1_wins 64
expected_e2_wins 0
expected_e2_wins_shifted 0
expected_e2_wins_shift2 0
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 127
raw_max_abs_index 127
raw_max_abs_value 0xbfff8000 -1.99609375
raw_max_abs_abs 0x3fff8000 1.99609375
chunk_max_abs_raw_value 0xbfff8000 -1.99609375
chunk_max_abs_raw_abs 0x3fff8000 1.99609375
raw_and_scaled_max_abs 127 0x3f800000 1 0xbfff8000 -1.99609375 0x3fff8000 1.99609375 0xbfff8000 -1.99609375 0x3fff8000 1.99609375
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
chunk_scale 0x3f800000 1
# value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
expected_e1_wins 2
expected_e2_wins 34
expected_e2_wins_shifted 8
expected_e2_wins_shift2 8
expected_decision exp2
expected_error 0x3b0a8b40 0.00211401284
chunk_max_abs_index 29
raw_max_abs_index 29
raw_max_abs_value 0xbfba0000 -1.453125
raw_max_abs_abs 0x3fba0000 1.453125
chunk_max_abs_raw_value 0xbfba0000 -1.453125
chunk_max_abs_raw_abs 0x3fba0000 1.453125
raw_and_scaled_max_abs 29 0x3f800000 1 0xbfba0000 -1.453125 0x3fba0000 1.453125 0xbfba0000 -1.453125 0x3fba0000 1.453125
chunk_max_abs_scaled_value 0xbfba0000 -1.453125
chunk_max_abs_scaled_abs 0x3fba0000 1.453125
chunk_scale 0x3f800000 1
# value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
000 0x3da00000 0.078125 0x3da00000 0.078125 00000101 0 5 000101 00001010 0 10 01010 0x00000000 0 0x00000000 0 0x80000000 -0
001 0xbe5c0000 -0.21484375 0xbe5c0000 -0.21484375 10001101 0 13 001101 10011011 0 27 11011 0xbc400000 -0.01171875 0xbb800000 -0.00390625 0xbf800000 -1
002 0x3efc0000 0.4921875 0x3efc0000 0.4921875 00011111 0 31 011111 00111111 1 31 11111 0x3c000000 0.0078125 0x00000000 0 0xbf800000 -1
003 0xbaf80000 -0.00189208984 0xbaf80000 -0.00189208984 10000000 0 0 000000 10000000 0 0 00000 0xbaf80000 -0.00189208984 0xbaf80000 -0.00189208984 0x00000000 0
004 0xbbe80000 -0.00708007812 0xbbe80000 -0.00708007812 10000000 0 0 000000 10000000 0 0 00000 0xbbe80000 -0.00708007812 0xbbe80000 -0.00708007812 0x00000000 0
005 0xbbec0000 -0.00720214844 0xbbec0000 -0.00720214844 10000000 0 0 000000 10000000 0 0 00000 0xbbec0000 -0.00720214844 0xbbec0000 -0.00720214844 0x00000000 0
006 0xbc1c0000 -0.00952148438 0xbc1c0000 -0.00952148438 10000000 0 0 000000 10000001 0 1 00001 0xbc1c0000 -0.00952148438 0xbae00000 -0.00170898438 0xbf800000 -1
007 0xbdfa0000 -0.122070312 0xbdfa0000 -0.122070312 10000111 0 7 000111 10001111 0 15 01111 0xbc500000 -0.0126953125 0xbba00000 -0.0048828125 0xbf800000 -1
008 0xbc400000 -0.01171875 0xbc400000 -0.01171875 10000000 0 0 000000 10000001 0 1 00001 0xbc400000 -0.01171875 0xbb800000 -0.00390625 0xbf800000 -1
009 0x3b4c0000 0.00311279297 0x3b4c0000 0.00311279297 00000000 0 0 000000 00000000 0 0 00000 0x3b4c0000 0.00311279297 0x3b4c0000 0.00311279297 0x00000000 0
010 0xbeb40000 -0.3515625 0xbeb40000 -0.3515625 10010110 0 22 010110 10101101 1 13 01101 0xbc000000 -0.0078125 0x00000000 0 0xbf800000 -1
011 0x3be20000 0.00689697266 0x3be20000 0.00689697266 00000000 0 0 000000 00000000 0 0 00000 0x3be20000 0.00689697266 0x3be20000 0.00689697266 0x00000000 0
012 0x3c080000 0.00830078125 0x3c080000 0.00830078125 00000000 0 0 000000 00000001 0 1 00001 0x3c080000 0.00830078125 0x3a000000 0.00048828125 0xbf800000 -1
013 0x00000000 0 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
014 0xbf520000 -0.8203125 0xbf520000 -0.8203125 10110100 0 52 110100 11010100 2 20 10100 0xbc000000 -0.0078125 0xbc000000 -0.0078125 0x00000000 0
015 0xbe100000 -0.140625 0xbe100000 -0.140625 10001001 0 9 001001 10010010 0 18 10010 0x00000000 0 0x00000000 0 0x80000000 -0
016 0xb9e80000 -0.000442504883 0xb9e80000 -0.000442504883 10000000 0 0 000000 10000000 0 0 00000 0xb9e80000 -0.000442504883 0xb9e80000 -0.000442504883 0x00000000 0
017 0xba6c0000 -0.000900268555 0xba6c0000 -0.000900268555 10000000 0 0 000000 10000000 0 0 00000 0xba6c0000 -0.000900268555 0xba6c0000 -0.000900268555 0x00000000 0
018 0xbd300000 -0.04296875 0xbd300000 -0.04296875 10000010 0 2 000010 10000101 0 5 00101 0xbc400000 -0.01171875 0xbb800000 -0.00390625 0xbf800000 -1
019 0x3c540000 0.0129394531 0x3c540000 0.0129394531 00000000 0 0 000000 00000001 0 1 00001 0x3c540000 0.0129394531 0x3ba80000 0.00512695312 0xbf800000 -1
020 0x3a340000 0.000686645508 0x3a340000 0.000686645508 00000000 0 0 000000 00000000 0 0 00000 0x3a340000 0.000686645508 0x3a340000 0.000686645508 0x00000000 0
021 0xbc0a0000 -0.00842285156 0xbc0a0000 -0.00842285156 10000000 0 0 000000 10000001 0 1 00001 0xbc0a0000 -0.00842285156 0xba200000 -0.000610351562 0xbf800000 -1
022 0xbea80000 -0.328125 0xbea80000 -0.328125 10010101 0 21 010101 10101010 1 10 01010 0x00000000 0 0x00000000 0 0x80000000 -0
023 0x3b6c0000 0.00360107422 0x3b6c0000 0.00360107422 00000000 0 0 000000 00000000 0 0 00000 0x3b6c0000 0.00360107422 0x3b6c0000 0.00360107422 0x00000000 0
024 0xbd100000 -0.03515625 0xbd100000 -0.03515625 10000010 0 2 000010 10000100 0 4 00100 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x80000000 -0
025 0xbbc40000 -0.00598144531 0xbbc40000 -0.00598144531 10000000 0 0 000000 10000000 0 0 00000 0xbbc40000 -0.00598144531 0xbbc40000 -0.00598144531 0x00000000 0
026 0xbe340000 -0.17578125 0xbe340000 -0.17578125 10001011 0 11 001011 10010110 0 22 10110 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x80000000 -0
027 0x3a380000 0.000701904297 0x3a380000 0.000701904297 00000000 0 0 000000 00000000 0 0 00000 0x3a380000 0.000701904297 0x3a380000 0.000701904297 0x00000000 0
028 0x3d300000 0.04296875 0x3d300000 0.04296875 00000010 0 2 000010 00000101 0 5 00101 0x3c400000 0.01171875 0x3b800000 0.00390625 0xbf800000 -1
029 0xbfba0000 -1.453125 0xbfba0000 -1.453125 11011101 1 29 011101 11101110 3 14 01110 0x00000000 0 0xbc800000 -0.015625 0x3f800000 1
030 0x3ca80000 0.0205078125 0x3ca80000 0.0205078125 00000001 0 1 000001 00000010 0 2 00010 0x3ba00000 0.0048828125 0x3ba00000 0.0048828125 0x80000000 -0
031 0x3be80000 0.00708007812 0x3be80000 0.00708007812 00000000 0 0 000000 00000000 0 0 00000 0x3be80000 0.00708007812 0x3be80000 0.00708007812 0x00000000 0
032 0x3e380000 0.1796875 0x3e380000 0.1796875 00001011 0 11 001011 00010111 0 23 10111 0x3c000000 0.0078125 0x00000000 0 0xbf800000 -1
033 0xbda80000 -0.08203125 0xbda80000 -0.08203125 10000101 0 5 000101 10001010 0 10 01010 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x80000000 -0
034 0xbcb80000 -0.0224609375 0xbcb80000 -0.0224609375 10000001 0 1 000001 10000010 0 2 00010 0xbbe00000 -0.0068359375 0xbbe00000 -0.0068359375 0x80000000 -0
035 0x3b680000 0.00354003906 0x3b680000 0.00354003906 00000000 0 0 000000 00000000 0 0 00000 0x3b680000 0.00354003906 0x3b680000 0.00354003906 0x00000000 0
036 0xbe2c0000 -0.16796875 0xbe2c0000 -0.16796875 10001010 0 10 001010 10010101 0 21 10101 0xbc400000 -0.01171875 0xbb800000 -0.00390625 0xbf800000 -1
037 0x3fb60000 1.421875 0x3fb60000 1.421875 01011011 1 27 011011 01101101 3 13 01101 0x00000000 0 0x3c800000 0.015625 0x3f800000 1
038 0x3bc00000 0.005859375 0x3bc00000 0.005859375 00000000 0 0 000000 00000000 0 0 00000 0x3bc00000 0.005859375 0x3bc00000 0.005859375 0x00000000 0
039 0x3d080000 0.033203125 0x3d080000 0.033203125 00000010 0 2 000010 00000100 0 4 00100 0x3b000000 0.001953125 0x3b000000 0.001953125 0x80000000 -0
040 0x3e580000 0.2109375 0x3e580000 0.2109375 00001101 0 13 001101 00011011 0 27 11011 0x3c000000 0.0078125 0x00000000 0 0xbf800000 -1
041 0x3bb60000 0.00555419922 0x3bb60000 0.00555419922 00000000 0 0 000000 00000000 0 0 00000 0x3bb60000 0.00555419922 0x3bb60000 0.00555419922 0x00000000 0
042 0xbb660000 -0.00350952148 0xbb660000 -0.00350952148 10000000 0 0 000000 10000000 0 0 00000 0xbb660000 -0.00350952148 0xbb660000 -0.00350952148 0x00000000 0
043 0xbc900000 -0.017578125 0xbc900000 -0.017578125 10000001 0 1 000001 10000010 0 2 00010 0xbb000000 -0.001953125 0xbb000000 -0.001953125 0x80000000 -0
044 0x3d100000 0.03515625 0x3d100000 0.03515625 00000010 0 2 000010 00000100 0 4 00100 0x3b800000 0.00390625 0x3b800000 0.00390625 0x80000000 -0
045 0xbec40000 -0.3828125 0xbec40000 -0.3828125 10011000 0 24 011000 10110001 1 17 10001 0xbc000000 -0.0078125 0x00000000 0 0xbf800000 -1
046 0x3c700000 0.0146484375 0x3c700000 0.0146484375 00000000 0 0 000000 00000001 0 1 00001 0x3c700000 0.0146484375 0x3be00000 0.0068359375 0xbf800000 -1
047 0x3ed40000 0.4140625 0x3ed40000 0.4140625 00011010 0 26 011010 00110101 1 21 10101 0x3c000000 0.0078125 0x00000000 0 0xbf800000 -1
048 0x3f3c0000 0.734375 0x3f3c0000 0.734375 00101111 0 47 101111 01001111 2 15 01111 0x00000000 0 0x00000000 0 0x00000000 0
049 0xbb380000 -0.00280761719 0xbb380000 -0.00280761719 10000000 0 0 000000 10000000 0 0 00000 0xbb380000 -0.00280761719 0xbb380000 -0.00280761719 0x00000000 0
050 0x3eb00000 0.34375 0x3eb00000 0.34375 00010110 0 22 010110 00101100 1 12 01100 0x00000000 0 0x00000000 0 0x80000000 -0
051 0x3c980000 0.0185546875 0x3c980000 0.0185546875 00000001 0 1 000001 00000010 0 2 00010 0x3b400000 0.0029296875 0x3b400000 0.0029296875 0x80000000 -0
052 0xbaec0000 -0.00180053711 0xbaec0000 -0.00180053711 10000000 0 0 000000 10000000 0 0 00000 0xbaec0000 -0.00180053711 0xbaec0000 -0.00180053711 0x00000000 0
053 0xbcaa0000 -0.0207519531 0xbcaa0000 -0.0207519531 10000001 0 1 000001 10000010 0 2 00010 0xbba80000 -0.00512695312 0xbba80000 -0.00512695312 0x80000000 -0
054 0xbae00000 -0.00170898438 0xbae00000 -0.00170898438 10000000 0 0 000000 10000000 0 0 00000 0xbae00000 -0.00170898438 0xbae00000 -0.00170898438 0x00000000 0
055 0xbba80000 -0.00512695312 0xbba80000 -0.00512695312 10000000 0 0 000000 10000000 0 0 00000 0xbba80000 -0.00512695312 0xbba80000 -0.00512695312 0x00000000 0
056 0x3ac60000 0.00151062012 0x3ac60000 0.00151062012 00000000 0 0 000000 00000000 0 0 00000 0x3ac60000 0.00151062012 0x3ac60000 0.00151062012 0x00000000 0
057 0x3e5c0000 0.21484375 0x3e5c0000 0.21484375 00001101 0 13 001101 00011011 0 27 11011 0x3c400000 0.01171875 0x3b800000 0.00390625 0xbf800000 -1
058 0xbd300000 -0.04296875 0xbd300000 -0.04296875 10000010 0 2 000010 10000101 0 5 00101 0xbc400000 -0.01171875 0xbb800000 -0.00390625 0xbf800000 -1
059 0xbdb40000 -0.087890625 0xbdb40000 -0.087890625 10000101 0 5 000101 10001011 0 11 01011 0xbc200000 -0.009765625 0xbb000000 -0.001953125 0xbf800000 -1
060 0xbdbc0000 -0.091796875 0xbdbc0000 -0.091796875 10000101 0 5 000101 10001011 0 11 01011 0xbc600000 -0.013671875 0xbbc00000 -0.005859375 0xbf800000 -1
061 0x3f720000 0.9453125 0x3f720000 0.9453125 00111100 0 60 111100 01011100 2 28 11100 0x3c000000 0.0078125 0x3c000000 0.0078125 0x00000000 0
062 0xbeb00000 -0.34375 0xbeb00000 -0.34375 10010110 0 22 010110 10101100 1 12 01100 0x00000000 0 0x00000000 0 0x80000000 -0
063 0x3d600000 0.0546875 0x3d600000 0.0546875 00000011 0 3 000011 00000111 0 7 00111 0x3c000000 0.0078125 0x00000000 0 0xbf800000 -1
064 0xbcd80000 -0.0263671875 0xbcd80000 -0.0263671875 10000001 0 1 000001 10000011 0 3 00011 0xbc300000 -0.0107421875 0xbb400000 -0.0029296875 0xbf800000 -1
065 0x3b060000 0.00204467773 0x3b060000 0.00204467773 00000000 0 0 000000 00000000 0 0 00000 0x3b060000 0.00204467773 0x3b060000 0.00204467773 0x00000000 0
066 0x3dc40000 0.095703125 0x3dc40000 0.095703125 00000110 0 6 000110 00001100 0 12 01100 0x3b000000 0.001953125 0x3b000000 0.001953125 0x80000000 -0
067 0x3f000000 0.5 0x3f000000 0.5 00100000 0 32 100000 01000000 2 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
068 0x3bb40000 0.00549316406 0x3bb40000 0.00549316406 00000000 0 0 000000 00000000 0 0 00000 0x3bb40000 0.00549316406 0x3bb40000 0.00549316406 0x00000000 0
069 0xbd740000 -0.0595703125 0xbd740000 -0.0595703125 10000011 0 3 000011 10000111 0 7 00111 0xbc500000 -0.0126953125 0xbba00000 -0.0048828125 0xbf800000 -1
070 0xbd6c0000 -0.0576171875 0xbd6c0000 -0.0576171875 10000011 0 3 000011 10000111 0 7 00111 0xbc300000 -0.0107421875 0xbb400000 -0.0029296875 0xbf800000 -1
071 0xb8800000 -6.10351562e-05 0xb8800000 -6.10351562e-05 10000000 0 0 000000 10000000 0 0 00000 0xb8800000 -6.10351562e-05 0xb8800000 -6.10351562e-05 0x00000000 0
072 0x39e00000 0.000427246094 0x39e00000 0.000427246094 00000000 0 0 000000 00000000 0 0 00000 0x39e00000 0.000427246094 0x39e00000 0.000427246094 0x00000000 0
073 0x3ba20000 0.00494384766 0x3ba20000 0.00494384766 00000000 0 0 000000 00000000 0 0 00000 0x3ba20000 0.00494384766 0x3ba20000 0.00494384766 0x00000000 0
074 0x3c780000 0.0151367188 0x3c780000 0.0151367188 00000000 0 0 000000 00000001 0 1 00001 0x3c780000 0.0151367188 0x3bf00000 0.00732421875 0xbf800000 -1
075 0x3f6e0000 0.9296875 0x3f6e0000 0.9296875 00111011 0 59 111011 01011011 2 27 11011 0x3c000000 0.0078125 0x3c000000 0.0078125 0x00000000 0
076 0x3f940000 1.15625 0x3f940000 1.15625 01001010 1 10 001010 01100101 3 5 00101 0x00000000 0 0x00000000 0 0x00000000 0
077 0x3e980000 0.296875 0x3e980000 0.296875 00010011 0 19 010011 00100110 1 6 00110 0x00000000 0 0x00000000 0 0x80000000 -0
078 0x3b2e0000 0.0026550293 0x3b2e0000 0.0026550293 00000000 0 0 000000 00000000 0 0 00000 0x3b2e0000 0.0026550293 0x3b2e0000 0.0026550293 0x00000000 0
079 0x3e600000 0.21875 0x3e600000 0.21875 00001110 0 14 001110 00011100 0 28 11100 0x00000000 0 0x00000000 0 0x80000000 -0
080 0x3cbc0000 0.0229492188 0x3cbc0000 0.0229492188 00000001 0 1 000001 00000010 0 2 00010 0x3bf00000 0.00732421875 0x3bf00000 0.00732421875 0x80000000 -0
081 0x3c8c0000 0.0170898438 0x3c8c0000 0.0170898438 00000001 0 1 000001 00000010 0 2 00010 0x3ac00000 0.00146484375 0x3ac00000 0.00146484375 0x80000000 -0
082 0x3d200000 0.0390625 0x3d200000 0.0390625 00000010 0 2 000010 00000101 0 5 00101 0x3c000000 0.0078125 0x00000000 0 0xbf800000 -1
083 0x3a240000 0.000625610352 0x3a240000 0.000625610352 00000000 0 0 000000 00000000 0 0 00000 0x3a240000 0.000625610352 0x3a240000 0.000625610352 0x00000000 0
084 0x3ec80000 0.390625 0x3ec80000 0.390625 00011001 0 25 011001 00110010 1 18 10010 0x00000000 0 0x00000000 0 0x80000000 -0
085 0x3ed60000 0.41796875 0x3ed60000 0.41796875 00011010 0 26 011010 00110101 1 21 10101 0x3c400000 0.01171875 0x3b800000 0.00390625 0xbf800000 -1
086 0xb9100000 -0.000137329102 0xb9100000 -0.000137329102 10000000 0 0 000000 10000000 0 0 00000 0xb9100000 -0.000137329102 0xb9100000 -0.000137329102 0x00000000 0
087 0xb9800000 -0.000244140625 0xb9800000 -0.000244140625 10000000 0 0 000000 10000000 0 0 00000 0xb9800000 -0.000244140625 0xb9800000 -0.000244140625 0x00000000 0
088 0x3a500000 0.000793457031 0x3a500000 0.000793457031 00000000 0 0 000000 00000000 0 0 00000 0x3a500000 0.000793457031 0x3a500000 0.000793457031 0x00000000 0
089 0xbb100000 -0.00219726562 0xbb100000 -0.00219726562 10000000 0 0 000000 10000000 0 0 00000 0xbb100000 -0.00219726562 0xbb100000 -0.00219726562 0x00000000 0
090 0x3b900000 0.00439453125 0x3b900000 0.00439453125 00000000 0 0 000000 00000000 0 0 00000 0x3b900000 0.00439453125 0x3b900000 0.00439453125 0x00000000 0
091 0xbb0e0000 -0.00216674805 0xbb0e0000 -0.00216674805 10000000 0 0 000000 10000000 0 0 00000 0xbb0e0000 -0.00216674805 0xbb0e0000 -0.00216674805 0x00000000 0
092 0xbdd80000 -0.10546875 0xbdd80000 -0.10546875 10000110 0 6 000110 10001101 0 13 01101 0xbc400000 -0.01171875 0xbb800000 -0.00390625 0xbf800000 -1
093 0xbf3c0000 -0.734375 0xbf3c0000 -0.734375 10101111 0 47 101111 11001111 2 15 01111 0x00000000 0 0x00000000 0 0x00000000 0
094 0xbf700000 -0.9375 0xbf700000 -0.9375 10111100 0 60 111100 11011100 2 28 11100 0x00000000 0 0x00000000 0 0x00000000 0
095 0x3d000000 0.03125 0x3d000000 0.03125 00000010 0 2 000010 00000100 0 4 00100 0x00000000 0 0x00000000 0 0x80000000 -0
096 0xbda80000 -0.08203125 0xbda80000 -0.08203125 10000101 0 5 000101 10001010 0 10 01010 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x80000000 -0
097 0x3c320000 0.0108642578 0x3c320000 0.0108642578 00000000 0 0 000000 00000001 0 1 00001 0x3c320000 0.0108642578 0x3b480000 0.00305175781 0xbf800000 -1
098 0x3e900000 0.28125 0x3e900000 0.28125 00010010 0 18 010010 00100100 1 4 00100 0x00000000 0 0x00000000 0 0x80000000 -0
099 0x3f2e0000 0.6796875 0x3f2e0000 0.6796875 00101011 0 43 101011 01001011 2 11 01011 0x3c000000 0.0078125 0x3c000000 0.0078125 0x00000000 0
100 0xbaa00000 -0.00122070312 0xbaa00000 -0.00122070312 10000000 0 0 000000 10000000 0 0 00000 0xbaa00000 -0.00122070312 0xbaa00000 -0.00122070312 0x00000000 0
101 0x3b900000 0.00439453125 0x3b900000 0.00439453125 00000000 0 0 000000 00000000 0 0 00000 0x3b900000 0.00439453125 0x3b900000 0.00439453125 0x00000000 0
102 0xbae00000 -0.00170898438 0xbae00000 -0.00170898438 10000000 0 0 000000 10000000 0 0 00000 0xbae00000 -0.00170898438 0xbae00000 -0.00170898438 0x00000000 0
103 0xbda00000 -0.078125 0xbda00000 -0.078125 10000101 0 5 000101 10001010 0 10 01010 0x00000000 0 0x00000000 0 0x80000000 -0
104 0xbbb00000 -0.00537109375 0xbbb00000 -0.00537109375 10000000 0 0 000000 10000000 0 0 00000 0xbbb00000 -0.00537109375 0xbbb00000 -0.00537109375 0x00000000 0
105 0xb9800000 -0.000244140625 0xb9800000 -0.000244140625 10000000 0 0 000000 10000000 0 0 00000 0xb9800000 -0.000244140625 0xb9800000 -0.000244140625 0x00000000 0
106 0x3a300000 0.000671386719 0x3a300000 0.000671386719 00000000 0 0 000000 00000000 0 0 00000 0x3a300000 0.000671386719 0x3a300000 0.000671386719 0x00000000 0
107 0x3cf00000 0.029296875 0x3cf00000 0.029296875 00000001 0 1 000001 00000011 0 3 00011 0x3c600000 0.013671875 0x3bc00000 0.005859375 0xbf800000 -1
108 0x3ef00000 0.46875 0x3ef00000 0.46875 00011110 0 30 011110 00111100 1 28 11100 0x00000000 0 0x00000000 0 0x80000000 -0
109 0x3ea00000 0.3125 0x3ea00000 0.3125 00010100 0 20 010100 00101000 1 8 01000 0x00000000 0 0x00000000 0 0x80000000 -0
110 0x3f000000 0.5 0x3f000000 0.5 00100000 0 32 100000 01000000 2 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
111 0x3cc40000 0.0239257812 0x3cc40000 0.0239257812 00000001 0 1 000001 00000011 0 3 00011 0x3c080000 0.00830078125 0x3a000000 0.00048828125 0xbf800000 -1
112 0xbdc00000 -0.09375 0xbdc00000 -0.09375 10000110 0 6 000110 10001100 0 12 01100 0x00000000 0 0x00000000 0 0x80000000 -0
113 0x3d060000 0.0327148438 0x3d060000 0.0327148438 00000010 0 2 000010 00000100 0 4 00100 0x3ac00000 0.00146484375 0x3ac00000 0.00146484375 0x80000000 -0
114 0xb9800000 -0.000244140625 0xb9800000 -0.000244140625 10000000 0 0 000000 10000000 0 0 00000 0xb9800000 -0.000244140625 0xb9800000 -0.000244140625 0x00000000 0
115 0x3ad20000 0.00160217285 0x3ad20000 0.00160217285 00000000 0 0 000000 00000000 0 0 00000 0x3ad20000 0.00160217285 0x3ad20000 0.00160217285 0x00000000 0
116 0x3bf00000 0.00732421875 0x3bf00000 0.00732421875 00000000 0 0 000000 00000000 0 0 00000 0x3bf00000 0.00732421875 0x3bf00000 0.00732421875 0x00000000 0
117 0xbae80000 -0.00177001953 0xbae80000 -0.00177001953 10000000 0 0 000000 10000000 0 0 00000 0xbae80000 -0.00177001953 0xbae80000 -0.00177001953 0x00000000 0
118 0xbf2c0000 -0.671875 0xbf2c0000 -0.671875 10101011 0 43 101011 11001011 2 11 01011 0x00000000 0 0x00000000 0 0x00000000 0
119 0x3e6c0000 0.23046875 0x3e6c0000 0.23046875 00001110 0 14 001110 00011101 0 29 11101 0x3c400000 0.01171875 0x3b800000 0.00390625 0xbf800000 -1
120 0xbd400000 -0.046875 0xbd400000 -0.046875 10000011 0 3 000011 10000110 0 6 00110 0x00000000 0 0x00000000 0 0x80000000 -0
121 0xbec00000 -0.375 0xbec00000 -0.375 10011000 0 24 011000 10110000 1 16 10000 0x00000000 0 0x00000000 0 0x80000000 -0
122 0x39b80000 0.000350952148 0x39b80000 0.000350952148 00000000 0 0 000000 00000000 0 0 00000 0x39b80000 0.000350952148 0x39b80000 0.000350952148 0x00000000 0
123 0xbb880000 -0.00415039062 0xbb880000 -0.00415039062 10000000 0 0 000000 10000000 0 0 00000 0xbb880000 -0.00415039062 0xbb880000 -0.00415039062 0x00000000 0
124 0xbb080000 -0.00207519531 0xbb080000 -0.00207519531 10000000 0 0 000000 10000000 0 0 00000 0xbb080000 -0.00207519531 0xbb080000 -0.00207519531 0x00000000 0
125 0xbcf80000 -0.0302734375 0xbcf80000 -0.0302734375 10000001 0 1 000001 10000011 0 3 00011 0xbc700000 -0.0146484375 0xbbe00000 -0.0068359375 0xbf800000 -1
126 0xbdca0000 -0.0986328125 0xbdca0000 -0.0986328125 10000110 0 6 000110 10001100 0 12 01100 0xbba00000 -0.0048828125 0xbba00000 -0.0048828125 0x80000000 -0
